work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Engineer,214300,USD,214300,US,0,US,M
2024,SE,FT,Data Engineer,108500,USD,108500,US,0,US,M
2024,SE,FT,Applied Scientist,266482,USD,266482,US,0,US,M
2024,SE,FT,Applied Scientist,166551,USD,166551,US,0,US,M
2024,MI,FT,Business Intelligence Developer,90279,USD,90279,US,0,US,M
2024,MI,FT,Business Intelligence Developer,67060,USD,67060,US,0,US,M
2024,SE,FT,AI Scientist,190000,USD,190000,US,100,US,M
2024,SE,FT,AI Scientist,160000,USD,160000,US,100,US,M
2024,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Data Scientist,111600,USD,111600,US,0,US,L
2024,SE,FT,Data Modeler,130000,USD,130000,US,100,US,M
2024,SE,FT,Data Modeler,110000,USD,110000,US,100,US,M
2024,SE,FT,Data Engineer,190100,USD,190100,US,100,US,M
2024,SE,FT,Data Engineer,131414,USD,131414,US,100,US,M
2024,SE,FT,Machine Learning Engineer,284400,USD,284400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,150700,USD,150700,US,0,US,M
2024,SE,FT,Data Architect,166500,CAD,128076,CA,100,CA,M
2024,SE,FT,Data Architect,135000,CAD,103846,CA,100,CA,M
2024,MI,FT,Analytics Engineer,145000,USD,145000,US,100,US,M
2024,MI,FT,Analytics Engineer,104000,USD,104000,US,100,US,M
2024,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Engineer,132000,USD,132000,US,100,US,M
2024,SE,FT,Data Engineer,234000,USD,234000,US,0,US,M
2024,SE,FT,Data Engineer,117000,USD,117000,US,0,US,M
2024,MI,FT,Data Engineer,215500,USD,215500,US,0,US,M
2024,MI,FT,Data Engineer,121800,USD,121800,US,0,US,M
2024,MI,FT,Data Engineer,165000,USD,165000,US,100,US,M
2024,MI,FT,Data Engineer,140250,USD,140250,US,100,US,M
2024,MI,FT,Analytics Engineer,164850,USD,164850,US,100,US,M
2024,MI,FT,Analytics Engineer,112000,USD,112000,US,100,US,M
2024,SE,FT,Data Engineer,295000,USD,295000,US,0,US,M
2024,SE,FT,Data Engineer,235000,USD,235000,US,0,US,M
2024,MI,FT,Business Intelligence,150000,USD,150000,US,0,US,M
2024,MI,FT,Business Intelligence,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Integration Specialist,75000,GBP,93750,GB,100,GB,M
2024,MI,FT,Data Integration Specialist,55000,GBP,68750,GB,100,GB,M
2024,EN,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,EN,FT,Data Analyst,97500,USD,97500,US,0,US,M
2024,SE,FT,Computer Vision Engineer,220000,USD,220000,US,100,US,M
2024,SE,FT,Computer Vision Engineer,183000,USD,183000,US,100,US,M
2024,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
2024,MI,FT,Data Engineer,105700,USD,105700,US,0,US,L
2024,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L
2024,SE,FT,Data Engineer,123700,USD,123700,US,0,US,L
2024,SE,FT,Data Infrastructure Engineer,179900,USD,179900,US,100,US,M
2024,SE,FT,Data Infrastructure Engineer,135920,USD,135920,US,100,US,M
2024,MI,FT,Data Manager,83300,USD,83300,US,0,US,M
2024,MI,FT,Data Manager,47500,USD,47500,US,0,US,M
2024,SE,FT,Data Manager,96600,USD,96600,US,0,US,M
2024,SE,FT,Data Manager,55200,USD,55200,US,0,US,M
2024,EN,FT,Data Science,86900,USD,86900,US,0,US,M
2024,EN,FT,Data Science,60800,USD,60800,US,0,US,M
2024,SE,FT,Machine Learning Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,Machine Learning Scientist,90000,USD,90000,US,0,US,M
2024,SE,FT,Research Engineer,234000,USD,234000,US,0,US,M
2024,SE,FT,Research Engineer,146000,USD,146000,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,CA,0,CA,M
2024,SE,FT,Data Analyst,90000,USD,90000,CA,0,CA,M
2024,SE,FT,Business Intelligence,193000,USD,193000,US,0,US,M
2024,SE,FT,Business Intelligence,119000,USD,119000,US,0,US,M
2024,SE,FT,Data Scientist,215000,USD,215000,US,0,US,M
2024,SE,FT,Data Scientist,146900,USD,146900,US,0,US,M
2024,EN,FT,Applied Scientist,166000,USD,166000,US,100,US,M
2024,EN,FT,Applied Scientist,104000,USD,104000,US,100,US,M
2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
2024,MI,FT,Data Engineer,124000,USD,124000,US,0,US,M
2024,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Scientist,133000,USD,133000,US,0,US,M
2024,MI,FT,Data Scientist,58400,USD,58400,US,0,US,M
2024,SE,FT,Data Manager,149000,USD,149000,DE,0,DE,M
2024,SE,FT,Data Manager,65300,USD,65300,DE,0,DE,M
2024,SE,FT,Research Engineer,120000,USD,120000,US,100,US,M
2024,SE,FT,Research Engineer,100000,USD,100000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,US,0,US,M
2024,MI,FT,Data Integration Engineer,161250,USD,161250,US,100,US,M
2024,MI,FT,Data Integration Engineer,132974,USD,132974,US,100,US,M
2024,MI,FT,Data Integration Engineer,161250,USD,161250,US,100,US,M
2024,MI,FT,Data Integration Engineer,132974,USD,132974,US,100,US,M
2024,SE,FT,Data Engineer,90000,GBP,112500,GB,0,GB,M
2024,SE,FT,Data Engineer,49500,GBP,61875,GB,0,GB,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,115000,USD,115000,US,0,US,M
2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2024,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2024,MI,FT,Research Engineer,440000,USD,440000,US,0,US,M
2024,MI,FT,Research Engineer,295000,USD,295000,US,0,US,M
2024,SE,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Data Scientist,25000,GBP,31250,GB,0,GB,M
2024,MI,FT,Research Engineer,135000,USD,135000,US,0,US,M
2024,MI,FT,Research Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M
2024,MI,FT,Data Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Data Analyst,185000,USD,185000,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Engineer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Data Engineer,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Analytics Engineer,720000,USD,720000,US,0,US,M
2024,SE,FT,Analytics Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,165600,USD,165600,US,0,US,L
2024,SE,FT,Business Intelligence Engineer,65800,USD,65800,US,0,US,L
2024,MI,FT,Data Analyst,167000,USD,167000,US,0,US,M
2024,MI,FT,Data Analyst,121000,USD,121000,US,0,US,M
2024,SE,FT,AI Architect,208000,USD,208000,US,0,US,M
2024,SE,FT,AI Architect,177000,USD,177000,US,0,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Engineer,119000,USD,119000,US,100,US,M
2024,SE,FT,Data Science,227000,USD,227000,US,0,US,M
2024,SE,FT,Data Science,116000,USD,116000,US,0,US,M
2024,MI,FT,Data Integration Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Integration Engineer,110000,USD,110000,US,0,US,M
2024,MI,FT,Analytics Engineer,220000,USD,220000,US,0,US,M
2024,MI,FT,Analytics Engineer,176000,USD,176000,US,0,US,M
2024,SE,FT,Research Scientist,440000,USD,440000,US,0,US,M
2024,SE,FT,Research Scientist,360000,USD,360000,US,0,US,M
2024,MI,FT,Machine Learning Scientist,180000,USD,180000,CA,100,CA,M
2024,MI,FT,Machine Learning Scientist,117000,USD,117000,CA,100,CA,M
2024,MI,FT,Data Analyst,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analytics Lead,155000,USD,155000,US,0,US,M
2024,SE,FT,Data Analytics Lead,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Analytics Lead,215000,USD,215000,US,0,US,M
2024,SE,FT,Data Analytics Lead,155000,USD,155000,US,0,US,M
2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2024,SE,FT,Data Scientist,115000,USD,115000,US,100,US,M
2024,EX,FT,Head of Machine Learning,448000,USD,448000,US,100,US,M
2024,EX,FT,Head of Machine Learning,373000,USD,373000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,195500,USD,195500,US,100,US,M
2024,SE,FT,Machine Learning Engineer,141300,USD,141300,US,100,US,M
2024,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Analyst,70000,USD,70000,US,100,US,M
2024,EN,FT,Data Analyst,57000,USD,57000,US,100,US,M
2024,MI,FT,Data Architect,44263,GBP,55328,ZA,0,ZA,M
2024,MI,FT,Data Architect,31396,GBP,39245,ZA,0,ZA,M
2024,SE,FT,Data Scientist,191027,USD,191027,US,0,US,M
2024,SE,FT,Data Scientist,99445,USD,99445,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2024,SE,FT,Data Scientist,204200,USD,204200,US,0,US,M
2024,SE,FT,Data Scientist,122600,USD,122600,US,0,US,M
2024,EN,FT,Data Science,110400,USD,110400,US,0,US,M
2024,EN,FT,Data Science,68000,USD,68000,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Science,179000,USD,179000,US,0,US,M
2024,MI,FT,Data Science,106500,USD,106500,US,0,US,M
2024,EN,FT,Data Engineer,115000,USD,115000,US,100,US,M
2024,EN,FT,Data Engineer,87550,USD,87550,US,100,US,M
2024,SE,FT,Data Analytics Lead,398900,USD,398900,US,0,US,M
2024,SE,FT,Data Analytics Lead,239300,USD,239300,US,0,US,M
2024,EX,FT,Head of Machine Learning,438000,USD,438000,US,0,US,M
2024,EX,FT,Head of Machine Learning,245000,USD,245000,US,0,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
2024,SE,FT,Data Scientist,105301,USD,105301,US,100,US,M
2024,SE,FT,Data Architect,120000,GBP,150000,GB,0,GB,M
2024,SE,FT,Data Architect,90000,GBP,112500,GB,0,GB,M
2024,SE,FT,Research Scientist,340000,USD,340000,US,100,US,M
2024,SE,FT,Research Scientist,180000,USD,180000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,SE,FT,Data Science,157900,USD,157900,CA,100,CA,M
2024,SE,FT,Data Science,105300,USD,105300,CA,100,CA,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2024,SE,FT,Data Scientist,105000,USD,105000,US,100,US,M
2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2024,MI,FT,Analytics Engineer,221500,USD,221500,US,0,US,M
2024,MI,FT,Analytics Engineer,153000,USD,153000,US,0,US,M
2024,EN,FT,Data Analyst,55000,GBP,68750,GB,0,GB,M
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,345400,USD,345400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,223700,USD,223700,US,0,US,M
2024,SE,FT,Research Scientist,500000,USD,500000,US,100,US,M
2024,SE,FT,Research Scientist,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Engineer,313000,USD,313000,US,100,US,M
2024,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
2024,EN,FT,Data Analyst,77000,USD,77000,US,100,US,M
2024,EN,FT,Data Analyst,66000,USD,66000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,315000,USD,315000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,250000,USD,250000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,105301,USD,105301,US,100,US,M
2024,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,142000,USD,142000,US,0,US,M
2024,SE,FT,Data Analyst,207300,USD,207300,US,0,US,M
2024,SE,FT,Data Analyst,165900,USD,165900,US,0,US,M
2024,EX,FT,Data Analyst,55000,GBP,68750,GB,0,GB,M
2024,EX,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Analytics Engineer,115000,USD,115000,US,0,US,M
2024,MI,FT,Analytics Engineer,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Engineer,220000,USD,220000,US,100,US,M
2024,MI,FT,Data Engineer,206000,USD,206000,US,100,US,M
2024,EX,FT,Head of Data,263000,USD,263000,US,0,US,M
2024,EX,FT,Head of Data,236000,USD,236000,US,0,US,M
2024,MI,FT,Data Engineer,203500,USD,203500,US,100,US,M
2024,MI,FT,Data Engineer,148000,USD,148000,US,100,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Engineer,84000,USD,84000,US,0,US,M
2024,EN,FT,Research Analyst,79300,USD,79300,US,0,US,M
2024,EN,FT,Research Analyst,42700,USD,42700,US,0,US,M
2024,SE,FT,Data Scientist,103500,USD,103500,US,0,US,M
2024,SE,FT,Data Scientist,72500,USD,72500,US,0,US,M
2024,SE,FT,Research Scientist,201000,USD,201000,US,0,US,M
2024,SE,FT,Research Scientist,103300,USD,103300,US,0,US,M
2024,SE,FT,Machine Learning Engineer,196350,USD,196350,US,100,US,M
2024,SE,FT,Machine Learning Engineer,127500,USD,127500,US,100,US,M
2024,SE,FT,Data Engineer,143706,USD,143706,US,100,US,M
2024,SE,FT,Data Engineer,84533,USD,84533,US,100,US,M
2024,MI,FT,Analytics Engineer,172100,USD,172100,US,0,US,M
2024,MI,FT,Analytics Engineer,97400,USD,97400,US,0,US,M
2024,MI,FT,Data Scientist,159000,USD,159000,US,0,US,M
2024,MI,FT,Data Scientist,106000,USD,106000,US,0,US,M
2024,MI,FT,Data Scientist,104922,USD,104922,US,0,US,M
2024,MI,FT,Data Scientist,72360,USD,72360,US,0,US,M
2024,EN,FT,Data Analyst,106000,USD,106000,US,0,US,M
2024,EN,FT,Data Analyst,66000,USD,66000,US,0,US,M
2024,SE,FT,Data Scientist,255000,USD,255000,US,0,US,M
2024,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,167500,USD,167500,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,106500,USD,106500,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2024,SE,FT,Data Analyst,166000,USD,166000,US,0,US,M
2024,SE,FT,Data Analyst,73100,USD,73100,US,0,US,M
2024,SE,FT,AI Engineer,230000,USD,230000,US,0,US,M
2024,SE,FT,AI Engineer,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2024,SE,FT,Data Scientist,130500,USD,130500,US,0,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Scientist,158500,USD,158500,US,0,US,M
2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M
2024,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,MI,FT,Data Engineer,90800,USD,90800,US,0,US,M
2024,MI,FT,Data Engineer,125000,USD,125000,US,100,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Architect,175000,USD,175000,US,0,US,M
2024,SE,FT,Data Architect,117000,USD,117000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,146900,USD,146900,US,0,US,M
2024,SE,FT,Machine Learning Engineer,225000,USD,225000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
2024,MI,FT,Analytics Engineer,150000,USD,150000,US,100,US,M
2024,MI,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
2024,EN,FT,Data Scientist,104500,USD,104500,US,0,US,M
2024,EN,FT,Data Scientist,76000,USD,76000,US,0,US,M
2024,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
2024,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
2024,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Scientist,115500,USD,115500,US,100,US,M
2024,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,MI,FT,AI Engineer,166000,USD,166000,US,0,US,M
2024,MI,FT,AI Engineer,73100,USD,73100,US,0,US,M
2024,SE,FT,Research Scientist,484000,USD,484000,US,100,US,M
2024,SE,FT,Research Scientist,164000,USD,164000,US,100,US,M
2024,MI,FT,Data Scientist,144650,USD,144650,US,0,US,M
2024,MI,FT,Data Scientist,86800,USD,86800,US,0,US,M
2024,SE,FT,Data Scientist,720000,USD,720000,US,0,US,M
2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,MI,CT,Data Analyst Lead,200000,NZD,125000,NZ,50,NZ,S
2024,MI,FT,Business Intelligence Analyst,42000,GBP,52500,GB,50,GB,L
2024,EN,FT,Business Intelligence,142000,USD,142000,US,0,US,M
2024,EN,FT,Business Intelligence,70000,USD,70000,US,0,US,M
2024,MI,FT,Business Intelligence,146851,USD,146851,US,0,US,M
2024,MI,FT,Business Intelligence,94000,USD,94000,US,0,US,M
2024,SE,FT,Business Intelligence,260000,USD,260000,US,0,US,M
2024,SE,FT,Business Intelligence,180000,USD,180000,US,0,US,M
2024,MI,FT,Business Intelligence,150000,USD,150000,US,0,US,M
2024,MI,FT,Business Intelligence,100000,USD,100000,US,0,US,M
2024,SE,FT,Business Intelligence,105000,USD,105000,US,0,US,M
2024,SE,FT,Business Intelligence,70000,USD,70000,US,0,US,M
2024,MI,FT,Business Intelligence,155000,USD,155000,US,100,US,M
2024,MI,FT,Business Intelligence,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Analytics Lead,342400,USD,342400,US,0,US,M
2024,SE,FT,Data Analytics Lead,205400,USD,205400,US,0,US,M
2024,EN,FT,Data Science,70000,EUR,77777,DE,0,DE,M
2024,EN,FT,Data Science,65000,EUR,72222,DE,0,DE,M
2024,MI,FT,Data Science,138000,USD,138000,US,0,US,M
2024,MI,FT,Data Science,86000,USD,86000,US,0,US,M
2024,SE,FT,Data Analytics Lead,398900,USD,398900,US,0,US,M
2024,SE,FT,Data Analytics Lead,239300,USD,239300,US,0,US,M
2024,SE,FT,Data Science Consultant,112000,USD,112000,US,0,US,M
2024,SE,FT,Data Science Consultant,109000,USD,109000,US,0,US,M
2024,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
2024,SE,FT,Data Scientist,218750,USD,218750,US,0,US,M
2024,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Data Scientist,111600,USD,111600,US,0,US,L
2024,SE,FT,Machine Learning Engineer,250000,USD,250000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,230000,USD,230000,US,100,US,M
2024,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L
2024,SE,FT,Data Scientist,127300,USD,127300,US,0,US,L
2024,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Analytics Engineer,200400,USD,200400,US,0,US,M
2024,MI,FT,Analytics Engineer,154100,USD,154100,US,0,US,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,75065,USD,75065,US,100,US,M
2024,EN,FT,Data Analyst,41419,USD,41419,US,100,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,MI,FT,Data Engineer,114000,USD,114000,US,100,US,M
2024,MI,FT,Data Engineer,68000,USD,68000,US,100,US,M
2024,MI,FT,Data Analyst,325000,USD,325000,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,84000,EUR,93333,DE,100,DE,M
2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Data Engineer,210100,USD,210100,US,0,US,M
2024,MI,FT,Data Engineer,210100,USD,210100,US,0,US,M
2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Data Engineer,171816,USD,171816,US,0,US,M
2024,MI,FT,Data Engineer,97935,USD,97935,US,0,US,M
2024,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
2024,SE,FT,Data Analyst,109000,USD,109000,US,0,US,M
2024,MI,FT,Data Manager,127000,USD,127000,US,100,US,M
2024,MI,FT,Data Manager,65000,USD,65000,US,100,US,M
2024,SE,FT,Data Scientist,143000,USD,143000,US,0,US,M
2024,SE,FT,Data Scientist,104000,USD,104000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Scientist,157850,USD,157850,US,100,US,M
2024,SE,FT,Data Scientist,128945,USD,128945,US,100,US,M
2024,SE,FT,Data Scientist,310270,USD,310270,US,0,US,M
2024,SE,FT,Data Scientist,253430,USD,253430,US,0,US,M
2024,SE,FT,Data Scientist,200000,USD,200000,US,0,US,M
2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,220067,USD,220067,US,100,US,M
2024,SE,FT,Machine Learning Engineer,135549,USD,135549,US,100,US,M
2024,SE,FT,Machine Learning Engineer,258800,USD,258800,US,0,US,M
2024,SE,FT,Machine Learning Engineer,199200,USD,199200,US,0,US,M
2024,SE,FT,Machine Learning Engineer,198000,USD,198000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,132000,USD,132000,US,100,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Engineer,162000,USD,162000,US,0,US,M
2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Analytics Manager,145400,USD,145400,US,0,US,M
2024,MI,FT,Data Analytics Manager,88000,USD,88000,US,0,US,M
2024,MI,FT,Analytics Engineer,205500,USD,205500,US,0,US,M
2024,MI,FT,Analytics Engineer,117400,USD,117400,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,148300,USD,148300,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,84700,USD,84700,US,0,US,M
2024,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,250900,USD,250900,US,0,US,M
2024,MI,FT,Machine Learning Engineer,135200,USD,135200,US,0,US,M
2024,SE,CT,Data Scientist,191027,USD,191027,US,0,US,M
2024,SE,CT,Data Scientist,120869,USD,120869,US,0,US,M
2024,SE,FT,Data Engineer,212000,USD,212000,US,0,US,M
2024,SE,FT,Data Engineer,93300,USD,93300,US,0,US,M
2024,SE,FT,Data Scientist,140000,USD,140000,CA,0,CA,M
2024,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
2024,SE,FT,Data Engineer,270250,USD,270250,US,0,US,M
2024,SE,FT,Data Engineer,144000,USD,144000,US,0,US,M
2024,EN,FT,AI Engineer,40000,EUR,44444,IT,50,IT,L
2024,MI,FT,Data Analyst,138000,USD,138000,US,0,US,M
2024,MI,FT,Data Analyst,86000,USD,86000,US,0,US,M
2024,MI,FT,Data Science,106000,USD,106000,US,0,US,M
2024,MI,FT,Data Science,66000,USD,66000,US,0,US,M
2024,SE,FT,Data Analyst,128800,USD,128800,US,0,US,M
2024,SE,FT,Data Analyst,88854,USD,88854,US,0,US,M
2024,SE,FT,Research Analyst,210000,USD,210000,US,0,US,M
2024,SE,FT,Research Analyst,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Science,138000,USD,138000,US,0,US,M
2024,MI,FT,Data Science,86000,USD,86000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,284400,USD,284400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,150700,USD,150700,US,0,US,M
2024,MI,FT,Data Science,276000,USD,276000,US,0,US,M
2024,MI,FT,Data Science,176000,USD,176000,US,0,US,M
2024,EN,CT,Business Intelligence Analyst,50000,USD,50000,US,0,US,M
2024,EN,CT,Business Intelligence Analyst,48000,USD,48000,US,0,US,M
2024,EN,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,EN,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,MI,FT,Machine Learning Operations Engineer,160000,USD,160000,US,0,US,M
2024,MI,FT,Machine Learning Operations Engineer,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Engineer,145360,USD,145360,US,100,US,M
2024,SE,FT,Data Engineer,101100,USD,101100,US,100,US,M
2024,SE,FT,Data Architect,299792,USD,299792,US,0,US,M
2024,SE,FT,Data Architect,187370,USD,187370,US,0,US,M
2024,SE,FT,Research Scientist,382320,USD,382320,US,0,US,M
2024,SE,FT,Research Scientist,302840,USD,302840,US,0,US,M
